PZN;Artikelname;DF;PM;PE;Herstellerkürzel;Lager;Bestand;EK;EEK;AVK;VK;EVK;Preisaktion;AP;Kalkulationsmodell;AM;DC;MP;LM;KM
2263761;ACID PHOSPHORICUM CONC;;250;ml;INTDR;ja;1;9,09;11,26;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Keine Angabe
6336333;ACIDUM CITRICUM ANHYDRICUM;;1;kg;HANVI;ja;0;4,86;4,86;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;keine Angabe;Keine Angabe
3917816;ACIDUM SALICY C VAS ALB50%;SAL;100;g;LAMOT;ja;1;10,96;7,12;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
1448576;ACONIT SCHMERZOEL;OEL;100;ml;WALA;ja;2;8,97;7,84;15,80;15,80;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
2812883;ACONITUM D12;GLO;10;g;DHU;ja;1;5,72;5,43;10,65;10,69;10,65;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1617777;ACTINICA LOTION DISPENSER;LOT;80;g;GALDE;ja;1;18,79;14,87;30,22;30,22;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
14328520;ADDITIVA LACTASE 6000;TAB;70;ST;SCHEF;ja;1;0,00;8,59;13,50;13,50;0,00;;0,00;;nein;Nein;Nein;ja;Nein
10060210;ADDITIVA MULTI+MIN PFIRS R;BTA;20;St;SCHEF;ja;1;0,00;3,15;4,85;4,85;4,85;;0,00;;nein;Nein;Nein;ja;Nein
1094552;ADEPS LANAE ANHYDR WOLLWAC;SAL;100;g;CAELO;ja;1;7,95;5,93;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;keine Angabe;Nein
7266818;AEROXON SILBERFISCH KOEDER;;1;P;AEROX;ja;1;2,12;2,12;3,50;2,49;3,50;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
8641968;AETHERIA KINDER BAD FLASCH;BAD;125;ml;WEPA;ja;2;6,49;3,10;7,95;8,39;7,95;;0,00;VK/UVP (abgerundet auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
1802428;AGANI 25G 16MM ORANGE;KAN;100;St;TERUM;ja;1;5,25;0,00;0,00;0,00;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
1447861;AGROPYRON GLOBULI VELATI;GLO;20;g;WALA;ja;1;6,16;0,00;11,50;11,51;11,50;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
14077;ALCOHOL ISOPROPYL 70% VIV;;1;l;CAELO;ja;2;9,50;7,70;13,29;0,00;13,29;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
828578;ALCOHOL ISOPROPYLICUS;;1;l;CAELO;ja;2;9,50;6,74;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;keine Angabe;Nein
580598;ALFASON REPAIR;CRE;100;g;KARO;ja;1;15,96;13,98;25,29;25,29;0,00;;0,00;;nein;Nein;Nein;keine Angabe;Ja
580575;ALFASON REPAIR;CRE;30;g;KARO;ja;1;5,11;4,70;8,50;8,99;8,50;;0,00;;nein;Nein;Nein;keine Angabe;Ja
12579956;ALGOVIR EFFEKT;SPR;20;ml;HERME;ja;1;9,26;7,04;13,95;13,95;13,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
4608951;ALKOHOLTUPF ALCOSEPT200100;;100;St;BUETT;ja;4;2,05;1,68;3,14;0,00;3,14;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
18181918;ALLEGRA ALLERGIETAB 20MG;TAB;6;St;A. NA;ja;4;2,55;0,00;4,91;4,91;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4095291;ALLERGODIL AKUT AUGENTROPF;ATR;6;ml;MYLHC;ja;4;6,94;4,94;12,95;12,97;12,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
694793;ALLERGODIL AKUT DUO;KPG;1;St;MYLHC;ja;1;11,35;8,57;19,95;19,99;19,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
6064828;ALLGAEUER 10%UREA FUSS;CRE;100;ml;THEIS;ja;1;7,57;5,68;10,50;11,70;10,50;;0,00;VK - 10% (abrunden);nein;Nein;Nein;nein, kein Lebensmittel;Ja
1986440;ALLGAEUER FRANZBR WE EX ST;LOE;100;ml;THEIS;ja;0;3,54;3,42;5,95;6,45;5,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3403359;ALLGAEUER FRANZBR WE EX ST;LOE;250;ml;THEIS;ja;1;7,32;7,17;12,95;12,95;12,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
9485335;ALUMINIUM HYD CHL ROLL 10%;;50;ml;FAGRO;ja;1;5,90;4,87;8,40;0,00;8,40;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
10206346;ALUMINIUMCHLORID HEXAHYDRA;;50;g;CAELO;ja;2;6,10;5,17;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
3201319;AMBROXOL 15 SAFT 1A PHARMA;LSE;100;ml;1APHA;ja;0;2,04;1,04;3,93;3,93;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
3201331;AMBROXOL 30 SAFT 1A PHARMA;LSE;100;ml;1APHA;ja;0;2,72;2,35;5,25;5,25;5,25;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3202000;AMBROXOL 30 TROPFEN 1A PHA;LOE;50;ml;1APHA;ja;0;3,46;2,89;6,65;6,68;6,65;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3882147;AMBROXOL 75 RETARD HEUMANN;REK;20;St;HEUMA;ja;0;4,81;2,85;8,98;8,98;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
8535433;AMBROXOL ACIS 30MG TRINKTA;TLE;20;St;ACIS;ja;5;1,91;1,63;3,65;3,68;3,65;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3560550;AMBROXOL INHALAT;LOV;20X2;ml;PENTA;ja;1;5,83;5,64;10,89;10,89;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
563105;AMBROXOL RATIO HUSTENSAFT;LSE;100;ml;RATIO;ja;0;1,81;1,53;3,45;3,49;3,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
563111;AMBROXOL RATIO HUSTENSAFT;LSE;250;ml;RATIO;ja;10;2,80;2,42;5,40;5,40;5,40;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
563080;AMBROXOL RATIO HUSTENTROPF;TEI;50;ml;RATIO;ja;0;1,43;1,20;2,75;2,76;2,75;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
12398060;AMBROXOLHYDROCHLORID API;;25;g;CAELO;ja;1;19,05;0,00;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
12398054;AMBROXOLHYDROCHLORID API;;5;g;CAELO;ja;1;8,90;8,20;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
10050536;AMOROCUTAN 50MG/ML;NAW;3;ml;DERMA;ja;1;15,04;12,03;23,99;25,60;23,99;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
3773820;ANABOX 1X7 BUNT;;1;St;WEPA;ja;2;2,96;2,07;4,25;4,25;4,25;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
2528432;ANABOX 7TAGE WOCHENDOS BLA;;1;St;WEPA;ja;1;9,65;9,49;14,50;14,50;14,50;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
3233609;ANABOX TAGESBOX FARBIG SOR;;1;St;WEPA;ja;1;1,51;1,22;1,95;1,90;1,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
123441;ANAESTHESULF LOTIO;LOT;100;g;INFEC;ja;1;8,80;8,40;14,95;15,49;14,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
123435;ANAESTHESULF LOTIO;LOT;50;g;INFEC;ja;1;5,87;5,33;10,95;10,97;10,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
3816009;ANGEL VAC NASENSAUGER;;1;St;ARIAN;ja;1;12,80;10,17;19,95;19,95;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
6892910;ANGOCIN ANTI INFEKT N;FTA;100;St;REPHA;ja;2;11,27;10,06;19,85;19,85;19,85;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2830585;ANTI BRUMM FORTE PUMPZERST;;150;ml;HERME;ja;4;14,67;11,56;19,10;19,40;19,10;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
2830579;ANTI BRUMM FORTE PUMPZERST;;75;ml;HERME;ja;1;8,92;8,77;13,95;11,80;13,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
2830556;ANTI BRUMM NATUREL PUMPZER;;75;ml;HERME;ja;4;8,92;7,02;11,60;11,80;11,60;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
7286755;ANTISCABIOSUM 25%;EMU;200;g;STRAM;ja;1;16,95;15,53;28,85;28,85;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
2800992;APIS MELLIFICA D12;GLO;10;g;DHU;ja;1;5,72;5,40;10,65;10,69;10,65;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
11694371;APODAY HEISS SALB+HON C+ZI;PUL;10X10;g;WEPA;ja;3;2,65;1,86;2,50;3,19;2,50;;0,00;;nein;Nein;Nein;ja;Nein
4821053;APODAY HEISSE ZITR C+CA ZF;PUL;10X10;g;WEPA;ja;1;2,65;1,75;2,50;3,19;2,50;;0,00;;nein;Nein;Nein;ja;Nein
4821030;APODAY HEISSE ZITR VIT C;PUL;10X10;g;WEPA;ja;10;2,65;1,86;2,50;3,19;2,50;;0,00;;nein;Nein;Nein;ja;Nein
10415564;APODAY HEISSER W APF VIT C;PUL;10X10;g;WEPA;ja;0;2,65;1,86;2,50;3,19;2,50;;0,00;;nein;Nein;Nein;ja;Nein
17438870;APODAY ZINK HOLUNDER+VIT C;PUL;10X10;g;WEPA;ja;12;2,65;2,19;2,50;3,19;2,50;;0,00;;nein;Nein;Nein;ja;Nein
149392;APOLINE PINZETTE GER8CM VC;;1;St;WEPA;ja;3;3,25;0,00;4,95;5,49;4,95;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
1174802;APONORM FIEBERTHER EASY;;1;St;WEPA;ja;1;1,95;1,37;2,95;3,30;2,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
2347104;AQUA BIDESTILLATA;;1;l;INTDR;ja;2;0,00;1,05;1,95;0,00;1,95;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
795287;AQUALIBRA;FTA;60;St;MEDAR;ja;3;14,39;10,25;19,95;24,49;19,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
8805654;ARDEYBRONCHOL;PAS;30;St;ARDEY;ja;2;3,62;3,16;6,97;6,97;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
2801069;ARNICA C30;GLO;10;g;DHU;ja;1;5,98;5,37;10,95;11,17;10,95;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1758443;ARNICA D 6;GLO;10;g;DHU;ja;1;5,72;4,86;10,65;10,69;10,65;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2110230;ARNICA D12;GLO;10;g;DHU;ja;2;5,72;5,14;10,65;10,69;10,65;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1758466;ARNICA D30;GLO;10;g;DHU;ja;1;5,98;5,43;10,95;11,17;10,95;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4348183;ARTELAC;ATR;10;ml;MANN;ja;6;4,53;3,88;7,85;8,46;7,85;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
11617867;ARTELAC COMPLETE EDO;ATR;10X0.5;ml;MANN;ja;0;6,55;4,99;10,50;10,50;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
12436056;ARTELAC COMPLETE MDO;ATR;10;ml;MANN;ja;1;11,17;9,78;17,95;17,95;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
7706996;ARTELAC SPLASH EDO;ATR;10X0.5;ml;MANN;ja;5;5,56;4,02;8,25;8,95;8,25;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
7707004;ARTELAC SPLASH EDO;ATR;30X0.5;ml;MANN;ja;1;11,61;8,83;18,65;18,65;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
7707010;ARTELAC SPLASH EDO;ATR;60X0.5;ml;MANN;ja;1;21,15;17,56;29,95;33,95;29,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
2134443;ASCHE BASIS CREME;CRE;100;ml;ASCHC;ja;1;9,98;9,57;17,58;17,58;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
6338616;ASKINA ELAST FINE 4MX10 CE;BIN;1;St;B. BR;ja;1;1,41;0,83;0,00;0,00;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
6338579;ASKINA ELAST FINE 4MX4CM C;BIN;1;St;B. BR;ja;1;1,03;0,58;0,00;0,00;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
6338585;ASKINA ELAST FINE 4MX6CM C;BIN;1;St;B. BR;ja;1;1,11;0,63;0,00;0,00;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
6874645;ASKINA VERBANDMULL10M ROLL;;1;St;B. BR;ja;1;21,50;14,33;0,00;0,00;0,00;;0,00;;nein;Nein;Ja;keine Angabe;Nein
9892879;ASPECTON HUSTENTROPFEN;TEI;30;ml;HERME;ja;3;5,32;4,12;9,94;9,94;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
9892885;ASPECTON HUSTENTROPFEN;TEI;50;ml;HERME;ja;1;7,17;5,54;13,40;13,40;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
10203603;ASPIRIN 500MG UEBERZ TABL;UTA;20;St;BAYSE;ja;10;4,38;3,19;7,95;8,19;7,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3227112;ASPIRIN COMPLEX BEUTEL;GSE;10;St;BAYSE;ja;13;5,88;4,06;10,95;10,98;10,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4114918;ASPIRIN COMPLEX BEUTEL;GSE;20;St;BAYSE;ja;12;10,21;7,83;17,95;17,98;17,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
16781643;ASPIRIN COMPLEX GRAN-STICK;GRA;10;St;BAYSE;ja;6;6,94;5,95;12,97;12,97;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
1405147;ASPIRIN EFFECT;GRA;10;St;BAYSE;ja;0;3,62;2,54;6,95;6,97;6,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1406632;ASPIRIN PLUS C;BTA;10;St;BAYSE;ja;37;4,27;3,38;7,95;7,97;7,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1894063;ASPIRIN PLUS C;BTA;20;St;BAYSE;ja;13;7,11;5,78;12,95;13,28;12,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
6706155;ASPIRIN PROTECT 100MG;TMR;98;St;BAYER;ja;1;7,38;6,69;13,70;13,73;13,70;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
16384540;ASS 100;TAB;100;St;ZENTI;ja;6;1,44;1,35;2,75;2,77;2,75;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
6312077;ASS 100 1A PHARMA TAH;TAB;100;St;1APHA;ja;78;1,49;0,82;2,85;2,87;2,85;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
7402210;ASS 100 HEXAL;TAB;100;St;HEXAL;ja;14;2,47;1,45;4,75;4,76;4,75;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
11481830;ASS ABZ 100MG TAH TABL;TAB;100;ST;ABZ;ja;2;1,68;1,18;3,20;3,24;3,20;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
3024202;ASS AL 100 TAH;TAB;100;St;ALIUD;ja;15;1,68;0,77;3,20;3,24;3,20;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
9064651;ASS DEXCEL 100MG TABLETTEN;TAB;100;St;DEXCE;ja;5;1,48;1,33;2,85;2,86;2,85;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
9318809;ASS DEXCEL PROTECT 100MG;TMR;100;St;DEXCE;ja;2;1,80;1,48;3,45;3,47;3,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1343682;ASS RATIOPHARM 100MG TAH;TAB;100;St;RATIO;ja;5;2,58;1,44;4,95;4,97;4,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3372469;ASS RATIOPHARM 300MG;TAB;100;St;RATIO;ja;2;3,31;2,58;6,12;6,38;6,12;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3403885;ASS RATIOPHARM 500MG;TAB;30;St;RATIO;ja;1;3,04;1,81;3,95;5,85;3,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
3828202;ASS TAD 100MG PROTECT;FMR;100;St;TAD;ja;4;1,96;1,66;3,75;3,78;3,75;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
8468984;AUDISPRAY ADULT;SPR;50;ml;COOP;ja;1;7,65;6,78;10,95;14,33;10,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
4816508;AUGENKLAPPE M GUMMIBAND SA;;1;St;PARAM;ja;1;1,12;1,05;0,00;0,00;0,00;;0,00;;nein;Nein;Nein;keine Angabe;Nein
2556948;AUGENKLAPPE SCHWARZ M GUMM;;1;St;CAREL;ja;1;0,75;0,53;1,29;0,00;1,29;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
13905234;AVENE DERMABSOLU GETOEN CR;CRE;40;ml;PIEFA;ja;1;26,85;24,73;39,90;39,90;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
6731756;AVENE HYDRANCE OPTI LEGERE;CRE;40;ml;PIEFA;ja;2;13,50;13,50;19,90;19,90;0,00;;0,00;;nein;Nein;Nein;keine Angabe;Ja
10531885;AVENE REPAIR LOTION;LOT;200;ml;PIEFA;ja;1;14,58;10,39;16,50;21,50;16,50;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
12728250;AVENE SUNSIT REF BA+KI 50+;EMU;30;ml;PIEFA;ja;1;8,87;7,14;11,90;12,90;11,90;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
10546964;AVENE SUNSITI KIN SONN 50+;MIL;250;ml;PIEFA;ja;1;18,81;15,89;23,90;26,90;23,90;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
5874560;AVENE SUNSITIVE KDR SPF50+;SPR;200;ml;PIEFA;ja;1;18,81;15,60;26,90;26,90;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
4396609;AVENE THERMALWASSER SPRAY;SPR;150;ml;PIEFA;ja;1;7,63;6,11;11,50;11,50;11,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
850141;AVENE THERMALWASSER SPRAY;SPR;50;ml;PIEFA;ja;0;3,67;3,01;5,50;5,50;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
3541050;B12 ANKERMANN;UTA;50;St;WOERW;ja;1;16,95;16,16;28,85;28,85;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
2004752;BABIX BABY THYMIANBAD;BAD;125;ml;MICKA;ja;1;4,92;4,86;7,50;0,00;7,50;;0,00;;nein;Nein;Nein;keine Angabe;Keine Angabe
4459669;BABIX INHALAT N;INH;10;ml;MICKA;ja;0;4,68;3,62;8,75;8,75;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4459652;BABIX INHALAT N;INH;5;ml;MICKA;ja;2;3,32;3,12;5,95;6,40;5,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
16391818;BACH ORIGINAL RESCURA AF;TRO;20;ml;NELSO;ja;1;12,25;8,69;17,85;18,55;17,85;;0,00;;nein;Nein;Nein;ja;Nein
10111321;BACHBLUETEN MURNAU ORI TRO;TRO;10;ml;MURNA;ja;1;6,70;5,25;11,95;13,95;11,95;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
10111338;BACHBLUETEN MURNAU ORI TRO;TRO;20;ml;MURNA;ja;1;9,95;7,50;15,95;18,55;15,95;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
10111373;BACHBLUETEN MURNAU ORIG BO;BON;50;g;MURNA;ja;1;6,70;5,03;8,55;8,55;8,55;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Nein
8549808;BACITRACIN;;1;g;FAGRO;ja;2;21,90;21,24;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;keine Angabe;Nein
8549777;BACITRACIN;;5;g;FAGRO;ja;1;39,90;35,76;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;keine Angabe;Nein
14307216;BAG IN A BOX AQUA PURIFIKA;;2;l;WEPA;ja;1;6,50;6,04;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
3180971;BALDRIANTINKTUR HETTERICH;TIN;100;ml;TEOFA;ja;1;3,56;3,53;6,00;6,89;6,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
499175;BALDRIPARAN STARK F D NACH;UTA;30;St;DR.F;ja;2;9,99;8,96;13,99;13,99;13,99;;0,00;OTC (kein EK);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4903957;BALLONKATH GOLD NE 30ML 18;KAT;1;St;MEDSE;ja;1;2,52;0,00;0,00;0,00;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
12531889;BASENPULVER VERLA PURKAPS;KAP;60;ST;VERLA;ja;1;9,72;8,99;11,99;15,40;11,99;;0,00;;nein;Nein;Nein;ja;Nein
